date,slot,phase,interval_start,interval_end,interval_label,plan_issue_time,history_available_through,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,load_kwh,pv_actual_kwh,purchase_kwh,planned_charge_kwh,planned_discharge_kwh,charge_kwh,discharge_kwh,emergency_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,variant,control_issue_time,last_observation_end,committed_purchase_kwh,issued_charge_kwh,issued_discharge_kwh
2025-01-01,1,warmup,2025-01-01T00:00,2025-01-01T00:10,00:00-00:10,2025-01-01T00:00,,0.4248,0.0,0.0,588.2882666666667,0.0,0.0,0.0,0.0,0.0,0.0,588.2882666666667,0.0,6000.0,6000.0,0.0,1249.5242784000002,1249.5242784000002,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,2,warmup,2025-01-01T00:10,2025-01-01T00:20,00:10-00:20,2025-01-01T00:00,,0.4245,0.0,0.0,601.5881166666667,0.0,0.0,0.0,0.0,0.0,0.0,601.5881166666667,0.0,6000.0,6000.0,0.0,1276.870777625,1276.870777625,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,3,warmup,2025-01-01T00:20,2025-01-01T00:30,00:20-00:30,2025-01-01T00:00,,0.4269,0.0,0.0,621.0933333333334,0.0,0.0,0.0,0.0,0.0,0.0,621.0933333333334,0.0,6000.0,6000.0,0.0,1325.7237200000002,1325.7237200000002,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,4,warmup,2025-01-01T00:30,2025-01-01T00:40,00:30-00:40,2025-01-01T00:00,,0.4272,0.0,0.0,585.1051833333333,0.0,0.0,0.0,0.0,0.0,0.0,585.1051833333333,0.0,6000.0,6000.0,0.0,1249.7846716000001,1249.7846716000001,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,5,warmup,2025-01-01T00:40,2025-01-01T00:50,00:40-00:50,2025-01-01T00:00,,0.4271,0.0,0.0,583.7604166666666,0.0,0.0,0.0,0.0,0.0,0.0,583.7604166666666,0.0,6000.0,6000.0,0.0,1246.6203697916665,1246.6203697916665,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,6,warmup,2025-01-01T00:50,2025-01-01T01:00,00:50-01:00,2025-01-01T00:00,,0.4285,0.0,0.0,631.1683333333334,0.0,0.0,0.0,0.0,0.0,0.0,631.1683333333334,0.0,6000.0,6000.0,0.0,1352.2781541666668,1352.2781541666668,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,7,warmup,2025-01-01T01:00,2025-01-01T01:10,01:00-01:10,2025-01-01T00:00,,0.4311,0.0,0.0,650.0534166666666,0.0,0.0,0.0,0.0,0.0,0.0,650.0534166666666,0.0,6000.0,6000.0,0.0,1401.1901396249998,1401.1901396249998,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,8,warmup,2025-01-01T01:10,2025-01-01T01:20,01:10-01:20,2025-01-01T00:00,,0.4302,0.0,0.0,652.8062666666666,0.0,0.0,0.0,0.0,0.0,0.0,652.8062666666666,0.0,6000.0,6000.0,0.0,1404.1862796,1404.1862796,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,9,warmup,2025-01-01T01:20,2025-01-01T01:30,01:20-01:30,2025-01-01T00:00,,0.4279,0.0,0.0,636.2133333333334,0.0,0.0,0.0,0.0,0.0,0.0,636.2133333333334,0.0,6000.0,6000.0,0.0,1361.1784266666666,1361.1784266666666,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,10,warmup,2025-01-01T01:30,2025-01-01T01:40,01:30-01:40,2025-01-01T00:00,,0.4312,0.0,0.0,588.8356,0.0,0.0,0.0,0.0,0.0,0.0,588.8356,0.0,6000.0,6000.0,0.0,1269.5295536,1269.5295536,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,11,warmup,2025-01-01T01:40,2025-01-01T01:50,01:40-01:50,2025-01-01T00:00,,0.4333,0.0,0.0,615.7768833333333,0.0,0.0,0.0,0.0,0.0,0.0,615.7768833333333,0.0,6000.0,6000.0,0.0,1334.0806177416666,1334.0806177416666,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,12,warmup,2025-01-01T01:50,2025-01-01T02:00,01:50-02:00,2025-01-01T00:00,,0.4311,0.0,0.0,677.455,0.0,0.0,0.0,0.0,0.0,0.0,677.455,0.0,6000.0,6000.0,0.0,1460.2542525000001,1460.2542525000001,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,13,warmup,2025-01-01T02:00,2025-01-01T02:10,02:00-02:10,2025-01-01T00:00,,0.4293,0.0,0.0,635.1118333333333,0.0,0.0,0.0,0.0,0.0,0.0,635.1118333333333,0.0,6000.0,6000.0,0.0,1363.2675502499999,1363.2675502499999,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,14,warmup,2025-01-01T02:10,2025-01-01T02:20,02:10-02:20,2025-01-01T00:00,,0.4324,0.0,0.0,640.8249166666667,0.0,0.0,0.0,0.0,0.0,0.0,640.8249166666667,0.0,6000.0,6000.0,0.0,1385.4634698333334,1385.4634698333334,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,15,warmup,2025-01-01T02:20,2025-01-01T02:30,02:20-02:30,2025-01-01T00:00,,0.4367,0.0,0.0,705.77,0.0,0.0,0.0,0.0,0.0,0.0,705.77,0.0,6000.0,6000.0,0.0,1541.048795,1541.048795,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,16,warmup,2025-01-01T02:30,2025-01-01T02:40,02:30-02:40,2025-01-01T00:00,,0.4348,0.0,0.0,684.9959166666666,0.0,0.0,0.0,0.0,0.0,0.0,684.9959166666666,0.0,6000.0,6000.0,0.0,1489.1811228333331,1489.1811228333331,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,17,warmup,2025-01-01T02:40,2025-01-01T02:50,02:40-02:50,2025-01-01T00:00,,0.4335,0.0,0.0,666.1490833333334,0.0,0.0,0.0,0.0,0.0,0.0,666.1490833333334,0.0,6000.0,6000.0,0.0,1443.878138125,1443.878138125,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,18,warmup,2025-01-01T02:50,2025-01-01T03:00,02:50-03:00,2025-01-01T00:00,,0.4357,0.0,0.0,683.6983333333333,0.0,0.0,0.0,0.0,0.0,0.0,683.6983333333333,0.0,6000.0,6000.0,0.0,1489.4368191666663,1489.4368191666663,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,19,warmup,2025-01-01T03:00,2025-01-01T03:10,03:00-03:10,2025-01-01T00:00,,0.4374,0.0,0.0,681.0096166666666,0.0,0.0,0.0,0.0,0.0,0.0,681.0096166666666,0.0,6000.0,6000.0,0.0,1489.3680316500001,1489.3680316500001,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,20,warmup,2025-01-01T03:10,2025-01-01T03:20,03:10-03:20,2025-01-01T00:00,,0.4371,0.0,0.0,688.9604333333333,0.0,0.0,0.0,0.0,0.0,0.0,688.9604333333333,0.0,6000.0,6000.0,0.0,1505.7230270499997,1505.7230270499997,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,21,warmup,2025-01-01T03:20,2025-01-01T03:30,03:20-03:30,2025-01-01T00:00,,0.4356,0.0,0.0,696.5300000000001,0.0,0.0,0.0,0.0,0.0,0.0,696.5300000000001,0.0,6000.0,6000.0,0.0,1517.0423400000002,1517.0423400000002,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,22,warmup,2025-01-01T03:30,2025-01-01T03:40,03:30-03:40,2025-01-01T00:00,,0.4353,0.0,0.0,658.8951833333333,0.0,0.0,0.0,0.0,0.0,0.0,658.8951833333333,0.0,6000.0,6000.0,0.0,1434.085366525,1434.085366525,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,23,warmup,2025-01-01T03:40,2025-01-01T03:50,03:40-03:50,2025-01-01T00:00,,0.436,0.0,0.0,651.7916,0.0,0.0,0.0,0.0,0.0,0.0,651.7916,0.0,6000.0,6000.0,0.0,1420.905688,1420.905688,warmup,2025-01-01T00:00,,0.0,0.0,0.0
2025-01-01,24,warmup,2025-01-01T03:50,2025-01-01T04:00,03:50-04:00,2025-01-01T00:00,,0.4378,0.0,0.0,683.2183333333334,0.0,0.0,0.0,0.0,0.0,0.0,683.2183333333334,0.0,6000.0,6000.0,0.0,1495.5649316666668,1495.5649316666668,warmup,2025-01-01T00:00,,0.0,0.0,0.0
